Sr.No.,Accord Code,Company Name,RPTS_Year End,RPTS_Sales,RPTS_Rent Income,RPTS_Dividend Income,RPTS_Interest Income,RPTS_Forex Gain,RPTS_Discount Income,RPTS_Commission Income,RPTS_Claims Received,RPTS_Other Income,RPTS_Purchases,RPTS_Interest Expenses,RPTS_Director Remuneration,RPTS_Rent Expense,RPTS_Expenses,RPTS_Dividend Expense,RPTS_Discount Expense,RPTS_Commission Expense,RPTS_Claims Paid,RPTS_Expenses Recovered,RPTS_Profit on Sale of Assets,RPTS_Profit on Sale of Investments,RPTS_Provision Written Back,RPTS_Reimbursement Income,RPTS_Sale of Assets,RPTS_Sale of Investments,RPTS_Other Non Operating income,RPTS_Diminution on Investments,RPTS_Donations,RPTS_Forex Loss,RPTS_Loss on Sale of Assets,RPTS_Loss on Sale of Investments,RPTS_Provision for Doubtful Debts & Advances,RPTS_Purchase of Assets,RPTS_Purchase of Investments,RPTS_Provision Write offs,RPTS_Reimbursement Expense,RPTS_Other Non Operating Expenses
25498,226496,Poggen-AMP Nagarsheth Powertronics Pvt Ltd.,202303,5.32,,,,,,,,,0.42,,2.04,,1.50,,,,,,,,,,,,,,,,,,,,,,,
25499,226496,Poggen-AMP Nagarsheth Powertronics Pvt Ltd.,202203,3.67,,,,,,,,,0.11,,0.68,,0.90,,,,,,,,,,,,,,,,,,,,,,,
25500,229304,Pokarna Engineered Stone Ltd.,202403,0.04,,,,,,,,,0.50,7.84,11.87,,2.03,4.17,,,,,,,,,,,,,,,,,,,,,,
25501,229304,Pokarna Engineered Stone Ltd.,202303,,,,,,,,,,0.76,9.83,5.06,,1.06,2.50,,,,,,,,,,,,,,,,,,,,,,
25502,229304,Pokarna Engineered Stone Ltd.,202203,0.01,,,,,,,,,0.99,10.76,5.54,,1.16,,,,,,,,,,,,,,,,,,,,,,,
25503,240168,Pokarna Fashions Ltd.,202303,0.05,,,,,,,,,1.41,0.15,0.65,,,,,,,,,,,,,,,,,,,,,,,,,
25504,240168,Pokarna Fashions Ltd.,202203,0.01,,,,,,,,,1.00,0.39,0.39,,,,,,,,,,,,,,,,,,,,,,,,,
25505,132486,Pokarna Ltd.,202403,0.52,,4.17,,,,,,3.02,0.00,1.47,2.32,,0.75,1.05,,,,,,,,,,,,,,,,,,,,,,
25506,132486,Pokarna Ltd.,202303,0.76,,2.50,,,,,,0.07,0.04,,3.75,,0.66,1.05,,,,,,,,,,,,,,,,,,,,,,
25507,132486,Pokarna Ltd.,202203,0.98,,0.15,,,,,,0.07,0.02,,4.52,,0.68,,,,,,,,,,,,,,,,,,,,,,,
25508,211895,Polar Auto and Engineering Industries Pvt Ltd.,202403,,,,,,,,,,,,3.22,,0.18,,,,,,,,,,,,,,,,,,,,,,,
25509,211895,Polar Auto and Engineering Industries Pvt Ltd.,202203,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,
25510,309419,Polaris Liquor Pvt Ltd.,202303,,,,,,,,,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
25511,309419,Polaris Liquor Pvt Ltd.,202203,,,,,,,,,,5.66,,-3.47,,,,,,,,,,,,,,,,,,,,,,,,,
25512,283850,Policybazaar Insurance Brokers Pvt Ltd.,202303,,,,,,,,,,,,44.20,,211.70,,,,,,,,,,,,,,,,,,,,,,,
25513,283850,Policybazaar Insurance Brokers Pvt Ltd.,202203,,,,,,,,,,,,39.13,,159.77,,,,,,,,,,,,,,,,,,,,,,,
25514,292285,Polixel Security Systems Pvt Ltd.,202403,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25515,292285,Polixel Security Systems Pvt Ltd.,202303,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25516,292285,Polixel Security Systems Pvt Ltd.,202203,0.57,,,,,,,,7.53,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
25517,213791,Polmann India Limited,202403,30.89,,,,,,,,0.07,1.40,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,
25518,220066,Polo Queen Industrial & Fintech Ltd.,202403,,,,0.06,,,,,,,0.85,1.77,,0.61,,,,,,,,,,,,,,,,,,,,,,,
25519,220066,Polo Queen Industrial & Fintech Ltd.,202303,,,,0.01,,,,,,,,1.47,,0.52,,,,,,,,,,,,,,,,,,,,,,,
25520,220066,Polo Queen Industrial & Fintech Ltd.,202203,,,,0.02,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,
25521,107645,Polson Ltd.,202403,25.29,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,
25522,107645,Polson Ltd.,202303,22.41,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,
25523,107645,Polson Ltd.,202203,6.46,,,,,,,,,1.10,,1.08,,0.01,,,,,,,,,,,,,,,,,,,,,,,
25524,131768,Poly Medicure Ltd.,202403,36.96,,,,,,,,0.00,4.88,0.13,41.79,,81.98,,,,,,,,,,,,,,,,,,,,,,,
25525,131768,Poly Medicure Ltd.,202303,27.50,,,,,,,,0.00,6.14,,34.69,,68.18,,,,,,,,,,,,,,,,,,,,,,,
25526,131768,Poly Medicure Ltd.,202203,38.01,,,,,,,,0.00,3.41,,28.41,,59.04,,,,,,,,,,,,,,,,,,,,,,,
25527,294422,Poly Pipes India Pvt Ltd.,202403,35.08,,,,,,,,,19.15,1.43,2.40,,32.92,,,,,,,,,,,,,,,,,,,,,,,
25528,294422,Poly Pipes India Pvt Ltd.,202303,49.05,,,,,,,,171.63,47.81,,,,200.22,,,,,,,,,,,,,,,,,,,,,,,
25529,294422,Poly Pipes India Pvt Ltd.,202203,79.00,,,,,,,,,45.92,0.15,1.38,,67.56,,,,,,,,,,,,,,,,,,,,,,,
25530,211896,Polybond India Pvt Limited,202403,8.95,,,,,,,,,0.03,1.50,5.15,,2.73,,,,,,,,,,,,,,,,,,,,,,,
25531,211896,Polybond India Pvt Limited,202303,33.85,,,,,,,,,20.17,0.99,2.66,,2.22,,,,,,,,,,,,,,,,,,,,,,,
25532,211896,Polybond India Pvt Limited,202203,2.36,,,0.49,,,,,,0.02,,3.30,,1.23,,,,,,,,,,,,,,,,,,,,,,,
25533,211337,Polycab India Ltd.,202403,590.32,,,6.04,,,,,3.70,312.20,,42.85,,52.76,,,,,,,,,,,,,,,,,,,,,,,
25534,211337,Polycab India Ltd.,202303,79.00,,,1.70,,,,,3.37,199.60,,34.40,,33.29,,,,,,,,,,,,,,,,,,,,,,,
25535,211337,Polycab India Ltd.,202203,206.40,,,3.54,,,,,2.12,270.69,,25.58,,60.31,,,,,,,,,,,,,,,,,,,,,,,
25536,256280,Polycab Premiers Pvt Ltd.,202403,0.14,,,0.23,,,,,,6.65,,1.50,,0.07,,,,,,,,,,,,,,,,,,,,,,,
25537,256280,Polycab Premiers Pvt Ltd.,202303,0.35,,,0.07,,,,,,6.76,,1.08,,0.05,,,,,,,,,,,,,,,,,,,,,,,
25538,256280,Polycab Premiers Pvt Ltd.,202203,0.06,,,,,,,,,3.99,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,
25539,106605,Polychem Ltd.,202403,,,,,,,,,,,,1.33,,0.18,,,,,,,,,,,,,,,,,,,,,,,
25540,106605,Polychem Ltd.,202303,,,,,,,,,,,,1.15,,0.19,,,,,,,,,,,,,,,,,,,,,,,
25541,106605,Polychem Ltd.,202203,,,,,,,,,0.03,,,1.05,,0.08,,,,,,,,,,,,,,,,,,,,,,,
25542,131397,Polycon International Ltd.,202403,0.00,,,,,,,,,0.51,0.01,0.49,,0.11,,,,,,,,,,,,,,,,,,,,,,,
25543,131397,Polycon International Ltd.,202303,0.02,,,,,,,,,1.01,0.01,0.49,,0.11,,,,,,,,,,,,,,,,,,,,,,,
25544,131397,Polycon International Ltd.,202203,0.33,,,,,,,,,0.68,0.01,0.49,,0.11,,,,,,,,,,,,,,,,,,,,,,,
25545,227203,Polydrug Laboratories Pvt Ltd.,202303,,,,,,,,,1.90,,1.89,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
25546,227203,Polydrug Laboratories Pvt Ltd.,202203,,,,,,,,,1.01,0.29,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
25547,231805,Polyfibre Industries Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25548,244911,Polygel Industries Pvt Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25549,244911,Polygel Industries Pvt Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25550,114486,Polygenta Technologies Ltd.,202203,,,,,,,,,0.14,,1.91,2.78,,0.98,,,,,,,,,,,,,,,,,,,,,,,
25551,131454,Polylink Polymers (India) Ltd.,202303,,,,,,,,,0.02,,,0.81,,0.12,,,,,,,,,,,,,,,,,,,,,,,
25552,131454,Polylink Polymers (India) Ltd.,202203,,,,,,,,,0.12,,,0.68,,0.22,,,,,,,,,,,,,,,,,,,,,,,
25553,251863,Polymac Thermoformers Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25554,251863,Polymac Thermoformers Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25555,251863,Polymac Thermoformers Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25556,213792,Polymatech Electronics Ltd.,202403,,,,,,,,,,,,16.52,,0.18,,,,,,,,,,,,,,,,,,,,,,,
25557,213792,Polymatech Electronics Ltd.,202303,,,,,,,,,,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
25558,213792,Polymatech Electronics Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25559,126043,Polymechplast Machines Ltd.,202403,0.34,,,,,,,,0.02,,,1.54,,0.12,,,,,,,,,,,,,,,,,,,,,,,
25560,126043,Polymechplast Machines Ltd.,202303,,,,0.00,,,,,,0.00,,1.47,,0.00,,,,,,,,,,,,,,,,,,,,,,,
25561,126043,Polymechplast Machines Ltd.,202203,,,,,,,,,,0.02,,1.44,,0.01,,,,,,,,,,,,,,,,,,,,,,,
25562,208969,Polynova Industries Ltd.,202403,,,,,,,,,,,0.02,4.45,,0.47,,,,,,,,,,,,,,,,,,,,,,,
25563,208969,Polynova Industries Ltd.,202303,,,,,,,,,,,0.08,,,2.68,,,,,,,,,,,,,,,,,,,,,,,
25564,208969,Polynova Industries Ltd.,202203,,,,,,,,,,,0.03,2.31,,0.36,,,,,,,,,,,,,,,,,,,,,,,
25565,256281,Polyplastics Industries (India) Pvt Ltd.,202403,63.18,,,,,,,,,156.68,0.91,7.20,,,,,,,,,,,,,,,,,,,,,,,,,
25566,256281,Polyplastics Industries (India) Pvt Ltd.,202303,73.24,,,,,,,,,108.02,1.17,7.22,,5.11,,,,,,,,,,,,,,,,,,,,,,,
25567,256281,Polyplastics Industries (India) Pvt Ltd.,202203,46.20,,,,,,,,,68.16,1.04,7.69,,1.15,,,,,,,,,,,,,,,,,,,,,,,
25568,124051,Polyplex Corporation Ltd.,202403,194.44,,15.95,,,,,,,1.34,,15.88,,9.50,,,,,,,,,,,,,,,,,,,,,,,
25569,124051,Polyplex Corporation Ltd.,202303,230.47,,231.93,,,,,,,1.33,,13.49,,9.74,169.79,,,,,,,,,,,,,,,,,,,,,,
25570,124051,Polyplex Corporation Ltd.,202203,278.86,,313.96,,,,,,,1.02,,10.12,,6.92,160.09,,,,,,,,,,,,,,,,,,,,,,
25571,311827,Polysil Irrigation Systems Ltd.,202403,,,,,,,,,,0.06,,0.64,,0.16,,,,,,,,,,,,,,,,,,,,,,,
25572,311827,Polysil Irrigation Systems Ltd.,202303,,,,,,,,,,0.03,,0.76,,0.14,,,,,,,,,,,,,,,,,,,,,,,
25573,311827,Polysil Irrigation Systems Ltd.,202203,,,,,,,,,,,,0.37,,0.08,,,,,,,,,,,,,,,,,,,,,,,
25574,190055,Polyspin Exports Ltd.,202403,3.70,,0.30,,,,,,,0.47,0.03,3.64,,14.21,,,,,,,,,,,,,,,,,,,,,,,
25575,190055,Polyspin Exports Ltd.,202303,5.05,,0.05,,,,,,,0.36,,3.25,,13.02,,,,,,,,,,,,,,,,,,,,,,,
25576,190055,Polyspin Exports Ltd.,202203,9.91,,0.11,,,,,,,1.80,,2.90,,14.19,0.24,,,,,,,,,,,,,,,,,,,,,,
25577,208970,Polyspin Ltd.,202303,11.07,,0.12,,,,,,0.71,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,
25578,208970,Polyspin Ltd.,202203,0.00,,0.08,,,,,,12.06,1.90,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,
25579,112481,Polytex India Ltd.,202403,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
25580,112481,Polytex India Ltd.,202303,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
25581,112481,Polytex India Ltd.,202203,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
25582,213793,Pondicherry Ashok Hotel Corporation Ltd.,202403,,,,,,,,,,,0.01,,,0.24,,,,,,,,,,,,,,,,,,,,,,,
25583,213793,Pondicherry Ashok Hotel Corporation Ltd.,202303,0.53,,,,,,,,,,0.01,,,0.16,,,,,,,,,,,,,,,,,,,,,,,
25584,213793,Pondicherry Ashok Hotel Corporation Ltd.,202203,0.45,,,,,,,,,,0.01,,,0.07,,,,,,,,,,,,,,,,,,,,,,,
25585,208971,PondS Exports Ltd.,202203,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,
25586,132626,Pondy Oxides & Chemicals Ltd.,202403,2.65,,,0.45,,,,,,2.45,1.30,4.68,,0.00,,,,,,,,,,,,,,,,,,,,,,,
25587,132626,Pondy Oxides & Chemicals Ltd.,202303,1.70,,,,,,,,,0.90,0.07,5.56,,0.18,,,,,,,,,,,,,,,,,,,,,,,
25588,132626,Pondy Oxides & Chemicals Ltd.,202203,0.61,,,,,,,,,,,6.46,,,,,,,,,,,,,,,,,,,,,,,,,
25589,132460,Ponni Sugars (Erode) Ltd.,202403,24.02,,5.30,,,,,,,2.02,,3.37,,0.36,1.53,,,,,,,,,,,,,,,,,,,,,,
25590,132460,Ponni Sugars (Erode) Ltd.,202303,26.51,,2.21,,,,,,,9.44,,2.88,,0.23,1.30,,,,,,,,,,,,,,,,,,,,,,
25591,132460,Ponni Sugars (Erode) Ltd.,202203,12.54,,2.21,,,,,,,6.21,,2.03,,0.31,1.18,,,,,,,,,,,,,,,,,,,,,,
25592,213797,Pooja Forge Ltd.,202403,10.14,,,,,,,,,6.19,0.00,6.57,,,,,,,,,,,,,,,,,,,,,,,,,
25593,213797,Pooja Forge Ltd.,202303,8.14,,,,,,,,,6.19,0.28,5.83,,,,,,,,,,,,,,,,,,,,,,,,,
25594,213797,Pooja Forge Ltd.,202203,7.89,,,,,,,,,7.64,0.35,5.14,,,,,,,,,,,,,,,,,,,,,,,,,
25595,286319,Poojawestern Metaliks Ltd.,202403,,,,,,,,,0.26,,,0.17,,0.26,,,,,,,,,,,,,,,,,,,,,,,
25596,286319,Poojawestern Metaliks Ltd.,202303,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
25597,286319,Poojawestern Metaliks Ltd.,202203,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
25598,252074,Poona Couplings Pvt Ltd.,202303,,,,,,,,,0.30,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,
25599,252074,Poona Couplings Pvt Ltd.,202203,,,,,,,,,0.30,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
25600,119359,Poona Dal & Oil Industries Ltd.,202403,,,,,,,,,,27.91,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
25601,119359,Poona Dal & Oil Industries Ltd.,202303,5.52,,,,,,,,,30.85,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
25602,119359,Poona Dal & Oil Industries Ltd.,202203,6.56,,,,,,,,,47.59,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
25603,256523,Poona Pressings Pvt Ltd,202303,1.92,,,,,,,,,,0.00,0.25,,0.03,,,,,,,,,,,,,,,,,,,,,,,
25604,256523,Poona Pressings Pvt Ltd,202203,0.02,,,,,,,,0.01,,,0.22,,0.10,,,,,,,,,,,,,,,,,,,,,,,
25605,211897,Poona Shims Pvt Limited,202403,,,,,,,,,,1.10,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,
25606,211897,Poona Shims Pvt Limited,202303,,,,,,,,,,1.35,,1.77,,1.68,,,,,,,,,,,,,,,,,,,,,,,
25607,211897,Poona Shims Pvt Limited,202203,,,,,,,,,,1.66,,1.92,,1.82,,,,,,,,,,,,,,,,,,,,,,,
25608,124000,Poonawalla Fincorp Ltd.,202403,,,,4.80,,,,,1.80,,15.86,16.00,,268.87,191.68,,,,,,,,,,,,,,,,,,,,,,
25609,124000,Poonawalla Fincorp Ltd.,202303,361.39,,,,,,,,4.12,,15.76,83.46,,12.20,18.82,,,,,,,,,,,,,,,,,,,,,,
25610,124000,Poonawalla Fincorp Ltd.,202203,7.66,,,0.65,,,,,0.11,,15.85,21.82,,14.11,,,,,,,,,,,,,,,,,,,,,,,
25611,243828,Poonawalla Housing Finance Ltd.,202303,0.21,,,,,,,,,,,9.60,,8.84,,,,,,,,,,,,,,,,,,,,,,,
25612,243828,Poonawalla Housing Finance Ltd.,202203,,,,2.70,,,,,0.39,,0.65,5.90,,14.88,,,,,,,,,,,,,,,,,,,,,,,
25613,130565,Popees Cares Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25614,131870,Popular Estate Management Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25615,131870,Popular Estate Management Ltd.,202303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25616,131870,Popular Estate Management Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25617,314827,Popular Foundations Ltd.,202403,,,,,,,,,,,,0.87,,0.84,,,,,,,,,,,,,,,,,,,,,,,
25618,314827,Popular Foundations Ltd.,202303,,,,,,,,,,,0.01,0.24,,0.61,,,,,,,,,,,,,,,,,,,,,,,
25619,314827,Popular Foundations Ltd.,202203,,,,,,,,,,,0.01,0.26,,0.30,,,,,,,,,,,,,,,,,,,,,,,
25620,213799,Popular Mega Motors (India) Limited,202403,0.42,,,,,,,,0.21,0.22,0.14,1.35,,2.63,,,,,,,,,,,,,,,,,,,,,,,
25621,213799,Popular Mega Motors (India) Limited,202303,0.50,,,,,,,,0.10,0.25,,1.54,,1.90,,,,,,,,,,,,,,,,,,,,,,,
25622,213799,Popular Mega Motors (India) Limited,202203,0.93,,,,,,,,0.18,0.50,,0.93,,1.29,,,,,,,,,,,,,,,,,,,,,,,
25623,213800,Popular Vehicles & Services Ltd.,202403,2.96,,,,,,,,1.52,11.83,0.74,5.35,,4.98,,,,,,,,,,,,,,,,,,,,,,,
25624,213800,Popular Vehicles & Services Ltd.,202303,3.78,,,,,,,,1.22,,0.62,5.21,,2.45,,,,,,,,,,,,,,,,,,,,,,,
25625,213800,Popular Vehicles & Services Ltd.,202203,1.26,,,,,,,,0.28,13.96,0.64,4.29,,2.85,,,,,,,,,,,,,,,,,,,,,,,
25626,235285,Portescap India Pvt Ltd.,202203,93.34,,,,,,,,2.05,1.08,,,,18.41,,,,,,,,,,,,,,,,,,,,,,,
25627,200022,Porwal Auto Components Ltd.,202403,0.13,,,,,,,,,1.82,0.51,1.63,,8.39,,,,,,,,,,,,,,,,,,,,,,,
25628,200022,Porwal Auto Components Ltd.,202303,0.06,,,,,,,,,1.86,0.40,1.63,,7.77,,,,,,,,,,,,,,,,,,,,,,,
25629,200022,Porwal Auto Components Ltd.,202203,0.02,,,,,,,,,1.32,0.34,1.35,,7.57,,,,,,,,,,,,,,,,,,,,,,,
25630,275381,Posco- India Pune Processing Center Pvt Ltd.,202403,122.98,,,,,,,,,2701.45,8.14,2.60,,35.71,,,,,,,,,,,,,,,,,,,,,,,
25631,275381,Posco- India Pune Processing Center Pvt Ltd.,202303,80.73,,,0.14,,,,,,2686.10,6.43,2.67,,29.16,,,,,,,,,,,,,,,,,,,,,,,
25632,275381,Posco- India Pune Processing Center Pvt Ltd.,202203,93.87,,,0.47,,,,,,2697.28,,2.53,,24.99,,,,,,,,,,,,,,,,,,,,,,,
25633,270431,Posco International India Pvt Ltd.,202403,33.77,,,,,,,,,,3.20,5.97,,3.06,,,,,,,,,,,,,,,,,,,,,,,
25634,270431,Posco International India Pvt Ltd.,202303,33.77,,,,,,,,,,3.18,5.97,,3.06,,,,,,,,,,,,,,,,,,,,,,,
25635,270431,Posco International India Pvt Ltd.,202203,32.68,,,,,,,,,3.10,,6.32,,1.31,,,,,,,,,,,,,,,,,,,,,,,
25636,288063,Posco-Poggenamp Electrical Steel Pvt Ltd.,202303,,,,,,,,,0.11,8.00,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,
25637,288063,Posco-Poggenamp Electrical Steel Pvt Ltd.,202203,1.05,,,,,,,,,18.31,0.05,0.66,,0.23,,,,,,,,,,,,,,,,,,,,,,,
25638,256524,Poshs Metal Industries Pvt Ltd.,202403,,,,0.57,,,,,,,0.63,1.53,,,,,,,,,,,,,,,,,,,,,,,,,
25639,256524,Poshs Metal Industries Pvt Ltd.,202303,,,,0.14,,,,,,,,1.17,,3.74,,,,,,,,,,,,,,,,,,,,,,,
25640,256524,Poshs Metal Industries Pvt Ltd.,202203,,,,0.27,,,,,,,,2.80,,3.94,,,,,,,,,,,,,,,,,,,,,,,
25641,252075,Pos-Hyundai Steel Manufacturing India Pvt Ltd.,202403,,,,,,,,,,90.85,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,
25642,252075,Pos-Hyundai Steel Manufacturing India Pvt Ltd.,202303,,,,,,,,,,210.30,,1.75,,2.19,,,,,,,,,,,,,,,,,,,,,,,
25643,252075,Pos-Hyundai Steel Manufacturing India Pvt Ltd.,202203,,,,,,,,,0.02,255.85,,1.68,,2.50,,,,,,,,,,,,,,,,,,,,,,,
25644,216589,Posiflex Technology (India) Pvt Ltd.,202403,31.65,,,,,,,,,51.50,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,
25645,216589,Posiflex Technology (India) Pvt Ltd.,202303,0.04,,,,,,,,,0.17,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
25646,216589,Posiflex Technology (India) Pvt Ltd.,202203,42.38,,,,,,,,,171.31,,4.69,,,,,,,,,,,,,,,,,,,,,,,,,
25647,229460,Positive Biosciences Ltd.,202203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25648,219616,Potain India Private Limited,202403,-4.87,,,,,,,,,30.15,,,,-0.74,,,,,,,,,,,,,,,,,,,,,,,
25649,219616,Potain India Private Limited,202303,-5.66,,,,,,,,,47.69,,1.05,,5.54,,,,,,,,,,,,,,,,,,,,,,,
25650,219616,Potain India Private Limited,202203,8.11,,,,,,,,,30.90,,1.07,,6.07,,,,,,,,,,,,,,,,,,,,,,,
25651,284291,Pothys Pvt Ltd.,202403,22.45,,,4.58,,,,,5.69,57.67,0.61,,,60.71,,,,,,,,,,,,,,,,,,,,,,,
25652,284291,Pothys Pvt Ltd.,202303,14.29,,,5.23,,,,,,68.86,0.74,0.03,,30.03,,,,,,,,,,,,,,,,,,,,,,,
25653,284291,Pothys Pvt Ltd.,202203,11.85,,,1.95,,,,,,34.19,2.47,1.36,,20.74,,,,,,,,,,,,,,,,,,,,,,,
25654,223755,Powai Real Estate Developers Ltd.,202203,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
25655,288680,Power & Instrumentation (Gujarat) Ltd.,202403,5.18,,,,,,,,,19.65,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,
25656,288680,Power & Instrumentation (Gujarat) Ltd.,202303,10.83,,,,,,,,,8.38,,0.99,,24.26,,,,,,,,,,,,,,,,,,,,,,,
25657,288680,Power & Instrumentation (Gujarat) Ltd.,202203,0.44,,,,,,,,,2.42,,0.98,,39.37,,,,,,,,,,,,,,,,,,,,,,,
25658,216536,Power Build Limited,202403,2.55,,0.01,,,,,,,,,9.40,,44.52,11.80,,,,,,,,,,,,,,,,,,,,,,
25659,216536,Power Build Limited,202303,19.75,,3.00,,,,,,0.54,10.60,,1.65,,10.35,5.90,,,,,,,,,,,,,,,,,,,,,,
25660,216536,Power Build Limited,202203,4.65,,,,,,,,0.58,6.63,,,,24.73,,,,,,,,,,,,,,,,,,,,,,,
25661,222049,Power Engineering (India) Pvt Ltd,202403,27.45,,,,,,,,9.10,28.32,0.22,0.78,,1.89,,,,,,,,,,,,,,,,,,,,,,,
25662,222049,Power Engineering (India) Pvt Ltd,202303,6.37,,,,,,,,,16.07,0.48,0.73,,0.79,,,,,,,,,,,,,,,,,,,,,,,
25663,222049,Power Engineering (India) Pvt Ltd,202203,2.00,,,,,,,,0.60,11.07,0.86,1.53,,3.72,,,,,,,,,,,,,,,,,,,,,,,
25664,132810,Power Finance Corporation Ltd.,202403,,,2276.00,2878.96,,,,,,0.05,7.82,5.76,,55.46,,,,,,,,,,,,,,,,,,,,,,,
25665,132810,Power Finance Corporation Ltd.,202303,,,1723.55,2454.35,,,,,,,4.76,4.83,,23.25,,,,,,,,,,,,,,,,,,,,,,,
25666,132810,Power Finance Corporation Ltd.,202203,,,1347.42,2992.56,,,,,,,3.21,4.43,,8.58,,,,,,,,,,,,,,,,,,,,,,,
25667,132898,Power Grid Corporation Of India Ltd.,202403,181.97,,1028.81,1566.76,,,,,106.67,,,6.29,,42983.63,,,,,,,,,,,,,,,,,,,,,,,
25668,132898,Power Grid Corporation Of India Ltd.,202303,169.16,,664.75,1223.70,,,,,28.57,,,7.44,,43277.31,,,,,,,,,,,,,,,,,,,,,,,
25669,132898,Power Grid Corporation Of India Ltd.,202203,178.04,,655.38,953.95,,,,,2.72,,,6.35,,34674.00,,,,,,,,,,,,,,,,,,,,,,,
25670,252076,Power Mech Projects Ltd.,202403,1299.11,,,,,,,,2.04,1.30,,20.54,,4.87,,,,,,,,,,,,,,,,,,,,,,,
25671,252076,Power Mech Projects Ltd.,202303,835.71,,,,,,,,,0.04,2.57,12.43,,3.58,,,,,,,,,,,,,,,,,,,,,,,
25672,252076,Power Mech Projects Ltd.,202203,456.24,,15.58,,,,,,,0.36,,5.97,,4.13,,,,,,,,,,,,,,,,,,,,,,,
25673,226324,Power Research And Developement Consultants Pvt Ltd.,202403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25674,226324,Power Research And Developement Consultants Pvt Ltd.,202303,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,
25675,226324,Power Research And Developement Consultants Pvt Ltd.,202203,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
25676,252749,Powercam Electricals Pvt Ltd.,202403,0.04,,,,,,,,,9.69,1.63,5.42,,0.59,,,,,,,,,,,,,,,,,,,,,,,
25677,252749,Powercam Electricals Pvt Ltd.,202203,,,,,,,,,,8.65,0.08,4.49,,0.21,,,,,,,,,,,,,,,,,,,,,,,
25678,228903,Powergrid Himachal Transmission Ltd.,202403,,,,,,,,,,,3.67,1.33,,2.71,,,,,,,,,,,,,,,,,,,,,,,
25679,228903,Powergrid Himachal Transmission Ltd.,202303,,,,,,,,,,,6.86,1.70,,3.69,,,,,,,,,,,,,,,,,,,,,,,
