Sr.No.,Accord Code,Company Name,BS_Year End,BS_Goodwill,BS_Computer Software,BS_Technical know-how,"BS_Patents, trademarks and designs",BS_Technology License  Fees,BS_Sundry Debtors
12499,224372,Ever Electronics Pvt Ltd.,202403,,0.08,,,,18.88
12500,224372,Ever Electronics Pvt Ltd.,202303,,0.08,,,,24.80
12501,224372,Ever Electronics Pvt Ltd.,202203,,0.08,,,,45.48
12502,314770,Ever On Power Ltd.,202303,,,,,,0.57
12503,314770,Ever On Power Ltd.,202203,,,,,,0.25
12504,281288,Everbest Power Ltd.,202303,,,,,,
12505,226592,Everblue Apparel Ltd.,202403,,0.48,,,,17.95
12506,226592,Everblue Apparel Ltd.,202303,,0.48,,,,14.12
12507,226592,Everblue Apparel Ltd.,202203,,0.48,,,,7.26
12508,131508,Eveready Industries India Ltd.,202403,,19.34,,,,113.43
12509,131508,Eveready Industries India Ltd.,202303,,19.38,,,,102.39
12510,131508,Eveready Industries India Ltd.,202203,,16.06,,,,35.58
12511,291144,Everest Brand Solutions Pvt Ltd.,202303,,,,,,1.11
12512,291144,Everest Brand Solutions Pvt Ltd.,202203,,,,,,0.17
12513,252742,Everest Composites Pvt Ltd.,202403,,,,,,14.27
12514,252742,Everest Composites Pvt Ltd.,202303,,,,,,12.69
12515,252742,Everest Composites Pvt Ltd.,202203,,,,,,9.16
12516,213099,Everest Consulting Group India Pvt Ltd,202403,,,,,,0.19
12517,213099,Everest Consulting Group India Pvt Ltd,202303,,,,,,0.29
12518,213099,Everest Consulting Group India Pvt Ltd,202203,,,,,,0.19
12519,108906,Everest Industries Ltd.,202403,,12.76,,,,98.53
12520,108906,Everest Industries Ltd.,202303,,11.26,,,,107.25
12521,108906,Everest Industries Ltd.,202203,,7.46,,,,55.88
12522,219703,Everest Infra Energy Ltd.,202303,,,,,,60.73
12523,219703,Everest Infra Energy Ltd.,202203,,,,,,98.90
12524,291145,Everest Instruments Pvt Ltd.,202303,7.98,0.48,,,,29.06
12525,291145,Everest Instruments Pvt Ltd.,202203,7.98,0.48,,,,37.67
12526,132684,Everest Kanto Cylinder Ltd.,202403,,3.05,,,,113.87
12527,132684,Everest Kanto Cylinder Ltd.,202303,,2.91,,,,102.57
12528,132684,Everest Kanto Cylinder Ltd.,202203,,2.73,,,,194.52
12529,124790,Everest Organics Ltd.,202403,,,,,,100.09
12530,124790,Everest Organics Ltd.,202303,,,,,,76.33
12531,124790,Everest Organics Ltd.,202203,,,,,,68.57
12532,226830,Everest Power Pvt Ltd.,202403,,0.01,,,,84.09
12533,226830,Everest Power Pvt Ltd.,202303,,0.01,,,,83.24
12534,226830,Everest Power Pvt Ltd.,202203,,0.01,,,,73.16
12535,295027,Everest Sea Foods Exports Pvt Ltd.,202403,,,,,,3.05
12536,295027,Everest Sea Foods Exports Pvt Ltd.,202303,,,,,,4.18
12537,295027,Everest Sea Foods Exports Pvt Ltd.,202203,,,,,,2.96
12538,295028,Everest Sea Foods Pvt Ltd.,202403,,,,,,4.30
12539,295028,Everest Sea Foods Pvt Ltd.,202303,,,,,,13.14
12540,295028,Everest Sea Foods Pvt Ltd.,202203,,,,,,5.15
12541,319286,EverestIMS Technologies Ltd.,202403,,11.35,,,,30.74
12542,319286,EverestIMS Technologies Ltd.,202303,,6.18,,,,19.79
12543,319286,EverestIMS Technologies Ltd.,202203,,4.31,,,,9.17
12544,291146,Everett (India) Pvt Ltd.,202403,,0.02,,,,3.43
12545,291146,Everett (India) Pvt Ltd.,202303,,0.02,,,,3.16
12546,291146,Everett (India) Pvt Ltd.,202203,,,,,,2.66
12547,291164,Evergreen Dooars Tea Pvt Ltd.,202303,,0.05,,,,5.04
12548,291164,Evergreen Dooars Tea Pvt Ltd.,202203,,0.04,,,,4.46
12549,310174,Evergreen Veneers Pvt Ltd.,202403,,,,,,8.10
12550,310174,Evergreen Veneers Pvt Ltd.,202303,,,,,,11.01
12551,310174,Evergreen Veneers Pvt Ltd.,202203,,,,,,13.05
12552,208135,Evergrowing Iron & Finvest Ltd.,202403,,,,,,5.92
12553,208135,Evergrowing Iron & Finvest Ltd.,202303,,,,,,20.35
12554,208135,Evergrowing Iron & Finvest Ltd.,202203,,,,,,7.92
12555,114358,Everlon Financials Ltd.,202403,,,,,,
12556,114358,Everlon Financials Ltd.,202303,,,,,,
12557,114358,Everlon Financials Ltd.,202203,,,,,,
12558,295320,Eversendai Construction Pvt Ltd.,202403,,5.15,,,,71.94
12559,295320,Eversendai Construction Pvt Ltd.,202303,,4.75,,,,49.57
12560,295320,Eversendai Construction Pvt Ltd.,202203,,4.53,,,,41.36
12561,273887,Everstone Capital Advisors Pvt Ltd.,202403,,1.37,,,,33.41
12562,273887,Everstone Capital Advisors Pvt Ltd.,202303,,1.37,,,,36.46
12563,273887,Everstone Capital Advisors Pvt Ltd.,202203,,1.37,,,,31.12
12564,124444,Evexia Lifecare Ltd.,202403,,0.02,,,,40.94
12565,124444,Evexia Lifecare Ltd.,202303,,0.02,,,,28.49
12566,124444,Evexia Lifecare Ltd.,202203,,0.02,,,,11.83
12567,224095,Evok Homes Pvt Ltd.,202403,,0.40,,,,
12568,224095,Evok Homes Pvt Ltd.,202303,,0.15,,,,3.06
12569,224095,Evok Homes Pvt Ltd.,202203,,0.15,,,,3.16
12570,245890,Evoke Technologies Pvt Ltd.,202403,,,,,,65.30
12571,245890,Evoke Technologies Pvt Ltd.,202303,,,,,,47.14
12572,245890,Evoke Technologies Pvt Ltd.,202203,,,,,,30.52
12573,252560,Evolute Cleantech Solutions Pvt Ltd.,202403,,,,,,3.53
12574,252560,Evolute Cleantech Solutions Pvt Ltd.,202303,,,,,,14.71
12575,252560,Evolute Cleantech Solutions Pvt Ltd.,202203,,,,,,14.56
12576,226414,Evonik Catalysts India Pvt Ltd.,202303,,0.06,,,,82.64
12577,226414,Evonik Catalysts India Pvt Ltd.,202203,,0.06,,,,48.78
12578,217110,Evonith Metallics Ltd.,202303,,0.82,,,,22.20
12579,217110,Evonith Metallics Ltd.,202203,,0.44,,,,0.16
12580,100254,Evonith Value Steel Ltd.,202303,,0.06,,,,58.59
12581,100254,Evonith Value Steel Ltd.,202203,,,,,,56.15
12582,305402,EVOQ Remedies Ltd.,202403,,,,,,1.74
12583,305402,EVOQ Remedies Ltd.,202303,,,,,,17.22
12584,305402,EVOQ Remedies Ltd.,202203,,,,,,25.40
12585,208137,Ewac Alloys Ltd.,202403,,1.01,,,,54.93
12586,208137,Ewac Alloys Ltd.,202303,,1.01,,,,61.32
12587,215523,Excel Callnet Pvt Ltd,202403,,,,,,
12588,215523,Excel Callnet Pvt Ltd,202303,,,,,,
12589,215523,Excel Callnet Pvt Ltd,202203,,,,,,0.12
12590,252596,Excel Controlinkage Pvt Ltd.,202403,,0.49,,,,35.50
12591,252596,Excel Controlinkage Pvt Ltd.,202303,,0.37,,,,35.38
12592,252596,Excel Controlinkage Pvt Ltd.,202203,,0.98,,,,37.17
12593,228162,Excel Gas & Equipments Pvt Ltd.,202203,,0.39,,,,9.37
12594,100650,Excel Industries Ltd.,202403,18.85,2.47,,,,184.70
12595,100650,Excel Industries Ltd.,202303,18.85,2.46,,,,156.52
12596,100650,Excel Industries Ltd.,202203,18.85,2.30,,,,199.18
12597,256212,Excel Process Pvt Ltd.,202303,,,,,,2.60
12598,256212,Excel Process Pvt Ltd.,202203,,,,0.87,,2.57
12599,291148,Excel Rasayan Pvt Ltd.,202303,,0.00,,,,3.37
12600,291148,Excel Rasayan Pvt Ltd.,202203,,0.00,,,,2.22
12601,218913,Excel Realty N Infra Ltd.,202403,,,,,,5.36
12602,218913,Excel Realty N Infra Ltd.,202303,,,,,,2.36
12603,218913,Excel Realty N Infra Ltd.,202203,,,,,,7.64
12604,231255,Excel Telecom Pvt Ltd.,202403,,,,,,14.31
12605,231255,Excel Telecom Pvt Ltd.,202303,,,,,,12.26
12606,231255,Excel Telecom Pvt Ltd.,202203,,,,,,6.06
12607,235933,Excell Media Pvt Ltd.,202403,0.72,,,,,7.38
12608,235933,Excell Media Pvt Ltd.,202303,0.72,,,,,7.57
12609,235933,Excell Media Pvt Ltd.,202203,,,,,,5.83
12610,215524,Excellent Co-Operative Bank Limited,202403,,,,,,
12611,215524,Excellent Co-Operative Bank Limited,202303,,,,,,
12612,215524,Excellent Co-Operative Bank Limited,202203,,,,,,
12613,271894,Excellent Inframart Pvt Ltd.,202303,,,,,,
12614,315827,Excellent Wires And Packaging Ltd.,202403,,,,,,2.33
12615,315827,Excellent Wires And Packaging Ltd.,202303,,,,,,1.62
12616,315827,Excellent Wires And Packaging Ltd.,202203,,,,,,1.34
12617,228108,Excellon Software Pvt Ltd.,202403,,35.03,,,,22.19
12618,228108,Excellon Software Pvt Ltd.,202303,,30.32,,,,21.29
12619,228108,Excellon Software Pvt Ltd.,202203,,28.09,,,,18.70
12620,319459,Excelsoft Technologies Ltd.,202403,,221.87,,,,45.94
12621,319459,Excelsoft Technologies Ltd.,202303,,208.52,,,,45.97
12622,215525,Excelsource International Private Limited,202403,,0.41,,,,105.87
12623,215525,Excelsource International Private Limited,202303,,0.19,,,,137.83
12624,215525,Excelsource International Private Limited,202203,,0.18,,,,75.03
12625,277506,Executive Garments Processors Pvt Ltd.,202303,,,,,,6.60
12626,277506,Executive Garments Processors Pvt Ltd.,202203,,,,,,6.25
12627,275183,Executive Ship Management Pvt Ltd.,202403,,,,,,4.28
12628,275183,Executive Ship Management Pvt Ltd.,202303,,,,,,5.53
12629,275183,Executive Ship Management Pvt Ltd.,202203,,,,,,4.87
12630,226322,Exela Technologies India Pvt Ltd.,202403,53.95,14.66,,,,183.43
12631,226322,Exela Technologies India Pvt Ltd.,202303,53.95,15.14,,,,166.14
12632,226322,Exela Technologies India Pvt Ltd.,202203,53.95,13.31,,,,139.76
12633,248993,Exemplar Chemicals Pvt Ltd.,202203,,0.01,,0.01,,3.04
12634,211100,Exensys Software Solutions Limited,202403,,0.40,,,,0.01
12635,211100,Exensys Software Solutions Limited,202303,,0.34,,,,0.09
12636,211100,Exensys Software Solutions Limited,202203,,0.32,,0.01,,0.01
12637,309655,Exhicon Events Media Solutions Ltd.,202403,,,,,,24.28
12638,309655,Exhicon Events Media Solutions Ltd.,202303,,1.18,,,,14.09
12639,309655,Exhicon Events Media Solutions Ltd.,202203,,118278.64,,,,1.47
12640,220260,Exicom Tele-Systems Ltd.,202403,,12.44,,40.97,,191.61
12641,220260,Exicom Tele-Systems Ltd.,202303,,9.95,,33.75,,128.03
12642,220260,Exicom Tele-Systems Ltd.,202203,,11.72,5.40,29.81,,114.90
12643,100086,Exide Industries Ltd.,202403,,107.04,,3.12,,1264.41
12644,100086,Exide Industries Ltd.,202303,4.84,102.15,,3.12,,1274.14
12645,100086,Exide Industries Ltd.,202203,4.84,99.47,,3.12,,1194.49
12646,217390,Exide Life Insurance Company Ltd.,202203,,103.14,,,,
12647,321586,Exim Routes Ltd.,202403,,,,0.00,,1.17
12648,321586,Exim Routes Ltd.,202303,,,,,,2.03
12649,213109,Eximcorp India Pvt Ltd.,202203,,,,,,11.18
12650,210123,Exl Service.Com(India) Pvt Ltd.,202403,77.18,206.35,,,,958.02
12651,210123,Exl Service.Com(India) Pvt Ltd.,202303,77.18,271.11,,,,678.41
12652,210123,Exl Service.Com(India) Pvt Ltd.,202203,77.18,339.38,,,,655.54
12653,211700,Exotech Plastics Pvt Ltd.,202403,,0.64,,,,35.49
12654,211700,Exotech Plastics Pvt Ltd.,202303,,0.42,,,,35.96
12655,211700,Exotech Plastics Pvt Ltd.,202203,,0.16,,,,27.13
12656,108939,Exotica Ventures Ltd.,202203,,,,,,
12657,213110,Expanded Polymers System Private Limited,202403,,,,,,103.13
12658,213110,Expanded Polymers System Private Limited,202303,,,,,,93.21
12659,213110,Expanded Polymers System Private Limited,202203,,,,,,119.01
12660,243733,Expeditors International (India) Pvt Ltd.,202403,,1.66,,,,459.43
12661,243733,Expeditors International (India) Pvt Ltd.,202303,,0.77,,,,449.36
12662,243733,Expeditors International (India) Pvt Ltd.,202203,,0.76,,,,772.64
12663,272793,Experience Commerce Software Pvt Ltd.,202403,,0.09,,,,21.33
12664,272793,Experience Commerce Software Pvt Ltd.,202303,,,,,,4.70
12665,272793,Experience Commerce Software Pvt Ltd.,202203,,,,,,7.75
12666,226266,Experis IT Pvt Ltd.,202403,,,,,,53.81
12667,226266,Experis IT Pvt Ltd.,202303,,,,,,61.55
12668,226266,Experis IT Pvt Ltd.,202203,,,,,,90.55
12669,251912,Expert Global Solutions Pvt Ltd.,202403,,10.10,,,,44.75
12670,251912,Expert Global Solutions Pvt Ltd.,202303,,9.17,,,,37.53
12671,251912,Expert Global Solutions Pvt Ltd.,202203,,8.49,,,,29.58
12672,218926,Expleo Solutions Ltd.,202403,1.90,13.60,,27.52,,290.50
12673,218926,Expleo Solutions Ltd.,202303,1.90,14.96,,18.96,,220.75
12674,218926,Expleo Solutions Ltd.,202203,,7.21,,,,177.02
12675,130571,Explicit Finance Ltd.,202403,,,,,,0.00
12676,130571,Explicit Finance Ltd.,202303,,,,,,
12677,130571,Explicit Finance Ltd.,202203,,,,,,
12678,126614,Expo Engineering And Projects Ltd.,202403,,,,,,4.85
12679,126614,Expo Engineering And Projects Ltd.,202303,,,,,,6.44
12680,126614,Expo Engineering And Projects Ltd.,202203,,,,,,13.74
12681,215533,Export-Import Bank Of India,202403,,,,,,
12682,215533,Export-Import Bank Of India,202303,,,,,,
12683,215533,Export-Import Bank Of India,202203,,,,,,
12684,213113,Expotec International Limited,202303,,,,,,9.84
12685,213113,Expotec International Limited,202203,,,,,,8.79
12686,235647,Express Housekeeper Pvt Ltd.,202403,,,,,,95.50
12687,235647,Express Housekeeper Pvt Ltd.,202303,,,,,,78.85
12688,235647,Express Housekeeper Pvt Ltd.,202203,,,,,,65.68
12689,267359,Express Infrastructure Pvt Ltd.,202403,,0.02,,,,7.83
12690,267359,Express Infrastructure Pvt Ltd.,202303,,0.02,,,,14.46
12691,267359,Express Infrastructure Pvt Ltd.,202203,,0.02,,,,13.56
12692,251913,Express Newspapers Pvt Ltd.,202303,,,,,,0.81
12693,251913,Express Newspapers Pvt Ltd.,202203,,,,,,0.56
12694,208139,Express Publications (Madurai) Ltd.,202403,,,,,,87.92
12695,208139,Express Publications (Madurai) Ltd.,202303,,,,,,74.56
12696,208139,Express Publications (Madurai) Ltd.,202203,,,,,,62.87
12697,213115,Extentia Information Technology Pvt Ltd.,202403,,0.60,,,,55.60
12698,213115,Extentia Information Technology Pvt Ltd.,202303,,0.48,,,,64.95
12699,213115,Extentia Information Technology Pvt Ltd.,202203,,0.35,,,,38.38
12700,223501,Extinct Fire Engineers Pvt Ltd.,202403,,,,,,21.09
12701,223501,Extinct Fire Engineers Pvt Ltd.,202303,,,,,,22.97
12702,223501,Extinct Fire Engineers Pvt Ltd.,202203,,,,,,16.41
12703,287703,Exxaro Tiles Ltd.,202403,,0.25,,,,116.66
12704,287703,Exxaro Tiles Ltd.,202303,,0.25,,,,110.40
12705,287703,Exxaro Tiles Ltd.,202203,,0.25,,,,101.46
12706,243781,Exxonmobil Co India Pvt Ltd.,202403,,1.60,,,,58.70
12707,243781,Exxonmobil Co India Pvt Ltd.,202303,,1.30,,,,41.90
12708,243781,Exxonmobil Co India Pvt Ltd.,202203,,1.30,,,,35.70
12709,291149,Exxonmobil Lubricants Pvt Ltd.,202403,,,,,,481.70
12710,291149,Exxonmobil Lubricants Pvt Ltd.,202303,,,,,,418.30
12711,291149,Exxonmobil Lubricants Pvt Ltd.,202203,,,,,,340.10
12712,112099,Eyantra ventures Ltd.,202403,,,,,,3.96
12713,112099,Eyantra ventures Ltd.,202303,,,,,,0.05
12714,112099,Eyantra ventures Ltd.,202203,,,,,,
12715,243782,Eyegear Optics India Pvt Ltd.,202403,,5.32,,,,5.05
12716,243782,Eyegear Optics India Pvt Ltd.,202303,,4.94,,,,5.46
12717,243782,Eyegear Optics India Pvt Ltd.,202203,,3.91,,,,5.89
12718,228185,Eye-Q Vision Pvt Ltd.,202403,,1.57,,,,20.22
12719,228185,Eye-Q Vision Pvt Ltd.,202303,,1.56,,,,20.10
12720,228185,Eye-Q Vision Pvt Ltd.,202203,,1.45,,,,13.11
12721,254506,F Mec International Financial Services Ltd.,202403,,0.08,,,,0.12
12722,254506,F Mec International Financial Services Ltd.,202303,,0.08,,,,0.19
12723,254506,F Mec International Financial Services Ltd.,202203,,0.08,,,,0.11
12724,291031,F2 Fun & Fitness (India) Pvt Ltd.,202403,1.98,0.45,,1.07,,15.59
12725,291031,F2 Fun & Fitness (India) Pvt Ltd.,202303,1.98,0.39,,1.07,,11.32
12726,291031,F2 Fun & Fitness (India) Pvt Ltd.,202203,,,,,,5.49
12727,313451,Faalcon Concepts Ltd.,202403,,,,,,6.29
12728,313451,Faalcon Concepts Ltd.,202303,,,,,,2.67
12729,313451,Faalcon Concepts Ltd.,202203,,,,,,3.79
12730,225722,FabIndia Ltd.,202403,,64.11,,917.17,,16.52
12731,225722,FabIndia Ltd.,202303,,59.69,,980.94,,11.78
12732,225722,FabIndia Ltd.,202203,,32.25,,724.98,,14.40
12733,304331,Fabino Enterprises Ltd.,202403,,,,,,6.22
12734,304331,Fabino Enterprises Ltd.,202303,,,,,,2.53
12735,304331,Fabino Enterprises Ltd.,202203,,,,,,1.44
12736,291151,Fabri-Tek Equipments Pvt Ltd.,202303,,,,,,2.28
12737,291151,Fabri-Tek Equipments Pvt Ltd.,202203,,,,,,2.18
12738,225577,Fabtech Projects & Engineers Ltd,202403,,,,,,114.98
12739,225577,Fabtech Projects & Engineers Ltd,202303,,,,,,45.07
12740,225577,Fabtech Projects & Engineers Ltd,202203,,,,,,165.07
12741,316355,Fabtech Technologies Cleanrooms Ltd.,202403,,,,,,45.88
12742,316355,Fabtech Technologies Cleanrooms Ltd.,202303,,,,,,46.33
12743,316355,Fabtech Technologies Cleanrooms Ltd.,202203,,,,,,50.40
12744,317084,Fabtech Technologies Ltd.,202403,,0.40,,,,94.08
12745,317084,Fabtech Technologies Ltd.,202303,,0.07,,,,99.41
12746,317084,Fabtech Technologies Ltd.,202203,,0.23,,,,86.95
12747,232425,Facebook India Online Services Pvt Ltd.,202403,,,,,,1449.16
12748,232425,Facebook India Online Services Pvt Ltd.,202303,,,,,,1164.76
12749,232425,Facebook India Online Services Pvt Ltd.,202203,,,,,,1561.40
12750,221957,Faces Cosmetics India Pvt Ltd,202303,,0.67,,,,42.91
12751,221957,Faces Cosmetics India Pvt Ltd,202203,,0.67,,,,25.08
12752,132656,Facor Alloys Ltd.,202303,,,,,,52.38
12753,132656,Facor Alloys Ltd.,202203,,,,,,23.64
12754,228749,Facor Power Ltd.,202203,,,,,,0.22
12755,223591,Fact Software Pvt Ltd.,202403,,,,,,0.93
12756,223591,Fact Software Pvt Ltd.,202303,,,,,,1.41
12757,223591,Fact Software Pvt Ltd.,202203,,,,,,1.53
12758,232865,Fact Solutions India Pvt Ltd.,202403,,,,,,0.33
12759,232865,Fact Solutions India Pvt Ltd.,202303,,4.98,,,,0.32
12760,232865,Fact Solutions India Pvt Ltd.,202203,,4.98,,,,0.29
12761,277509,Fact-RCF Building Products Ltd.,202203,,,,,,6.02
12762,291153,Fagne Songadh Expressway Ltd.,202203,,,,,,
12763,249445,Fair Food Overseas Pvt Ltd.,202203,,,,,,23.99
12764,213122,Fair Isaac India Software Pvt Ltd,202403,,,,,,70.22
12765,213122,Fair Isaac India Software Pvt Ltd,202303,,,,,,55.37
12766,213122,Fair Isaac India Software Pvt Ltd,202203,,,,,,50.10
12767,299773,Fairchem Organics Ltd.,202403,,0.67,,,,56.81
12768,299773,Fairchem Organics Ltd.,202303,,0.66,,,,62.58
12769,299773,Fairchem Organics Ltd.,202203,,0.09,,,,62.22
12770,269793,Fairdeal Steels Pvt Ltd.,202403,,,,,,12.91
12771,269793,Fairdeal Steels Pvt Ltd.,202303,,,,,,11.86
12772,269793,Fairdeal Steels Pvt Ltd.,202203,,,,,,10.81
12773,273801,Fairleaf Real Estate Pvt Ltd.,202403,,,,0.10,,3.33
12774,273801,Fairleaf Real Estate Pvt Ltd.,202303,,,,0.10,,4.13
12775,273801,Fairleaf Real Estate Pvt Ltd.,202203,,,,0.10,,4.55
12776,291154,Faith Mercantile Pvt Ltd.,202403,,,,,,21.75
12777,291154,Faith Mercantile Pvt Ltd.,202303,,,,,,15.97
12778,291154,Faith Mercantile Pvt Ltd.,202203,,,,,,21.49
12779,208144,Faiveley Transport Rail Technologies India Ltd.,202303,153.02,1.74,7.93,10.00,68.00,368.40
12780,208144,Faiveley Transport Rail Technologies India Ltd.,202203,153.02,0.76,7.93,10.00,68.00,426.67
12781,208145,Faizan Shoes Pvt. Ltd.,202203,,,,,,0.43
12782,237262,Falcon Infrastructures Ltd.,202403,,0.12,,,,1.35
12783,237262,Falcon Infrastructures Ltd.,202303,,0.12,,,,1.01
12784,237262,Falcon Infrastructures Ltd.,202203,,0.12,,,,1.04
12785,208146,Falcon Marine Exports Ltd.,202403,,,,,,207.34
12786,208146,Falcon Marine Exports Ltd.,202303,,,,,,206.05
12787,208146,Falcon Marine Exports Ltd.,202203,,,,,,218.27
12788,287003,Falcon Pumps Pvt Ltd.,202403,,,,,,44.41
12789,287003,Falcon Pumps Pvt Ltd.,202303,,,,,,42.28
12790,287003,Falcon Pumps Pvt Ltd.,202203,,,,,,40.13
12791,312985,Falcon Technoprojects India Ltd.,202403,,,,,,3.46
12792,312985,Falcon Technoprojects India Ltd.,202303,,,,,,5.25
12793,312985,Falcon Technoprojects India Ltd.,202203,,,,,,4.93
12794,315418,Famex Coating India Pvt Ltd.,202303,,0.12,,,,1.20
12795,315418,Famex Coating India Pvt Ltd.,202203,,0.12,,,,1.14
12796,116110,Family Care Hospitals Ltd.,202303,,,,,,29.02
12797,116110,Family Care Hospitals Ltd.,202203,,,,,,21.46
12798,291155,Family Health Plan Insurance TPA Ltd.,202403,,21.16,,,,56.12
12799,291155,Family Health Plan Insurance TPA Ltd.,202303,,14.60,,,,57.74
12800,291155,Family Health Plan Insurance TPA Ltd.,202203,,14.43,,,,42.60
12801,219291,Fancy Fittings Ltd.,202303,,,,0.03,,3.78
12802,219291,Fancy Fittings Ltd.,202203,,,,0.03,,7.51
12803,291156,Fanidhar Agrotech Pvt Ltd.,202403,,,,0.01,,34.71
12804,291156,Fanidhar Agrotech Pvt Ltd.,202303,,,,0.01,,62.93
12805,291156,Fanidhar Agrotech Pvt Ltd.,202203,,,,0.01,,47.53
12806,243785,Far Seen Rubber Industries Ltd.,202403,,,,,,8.20
12807,243785,Far Seen Rubber Industries Ltd.,202303,,,,,,8.58
12808,243785,Far Seen Rubber Industries Ltd.,202203,,,,,,7.07
12809,242226,Farakka-Raiganj Highways Ltd.,202303,,,,1350.74,,14.43
12810,242226,Farakka-Raiganj Highways Ltd.,202203,,,,1350.74,,13.98
12811,250919,Farcom Cable Systems Pvt Ltd.,202403,,,,,,29.03
12812,250919,Farcom Cable Systems Pvt Ltd.,202303,,,,,,64.26
12813,250919,Farcom Cable Systems Pvt Ltd.,202203,,,,,,69.25
12814,250787,Farida Classic Shoes Pvt Ltd.,202403,,,,,,56.83
12815,250787,Farida Classic Shoes Pvt Ltd.,202303,,,,,,73.21
12816,250787,Farida Classic Shoes Pvt Ltd.,202203,,,,,,68.38
12817,250786,Farida Prime Tannery Pvt Ltd.,202403,,,,,,23.78
12818,250786,Farida Prime Tannery Pvt Ltd.,202303,,,,,,28.33
12819,250786,Farida Prime Tannery Pvt Ltd.,202203,,,,,,31.07
12820,250785,Farida Shoes Pvt Ltd.,202403,,,,,,95.04
12821,250785,Farida Shoes Pvt Ltd.,202303,,,,,,47.62
12822,250785,Farida Shoes Pvt Ltd.,202203,,,,,,111.40
12823,291165,Farmachem Life Pvt Ltd.,202403,,0.05,,,,50.19
12824,291165,Farmachem Life Pvt Ltd.,202303,,0.04,,,,49.86
12825,291165,Farmachem Life Pvt Ltd.,202203,,0.04,,,,49.72
12826,280995,Farmersfortune (India) Pvt Ltd.,202403,,0.04,,,,10.37
12827,280995,Farmersfortune (India) Pvt Ltd.,202303,,0.04,,,,53.71
12828,280995,Farmersfortune (India) Pvt Ltd.,202203,,0.04,,,,56.86
12829,311298,Farmson Pharmaceutical Gujarat Pvt Ltd.,202403,,,,,,
12830,311298,Farmson Pharmaceutical Gujarat Pvt Ltd.,202303,,,,,,
12831,311298,Farmson Pharmaceutical Gujarat Pvt Ltd.,202203,,1.08,,,,243.80
12832,281309,Fashion 365 Distribution Pvt Ltd.,202303,,,,,,
12833,296747,Fashion Flare International Pvt Ltd.,202303,,,,,,3.72
12834,296747,Fashion Flare International Pvt Ltd.,202203,,,,,,4.20
12835,237266,Fashion Lifestyles (India) Pvt Ltd.,202303,,,,,,1.55
12836,237266,Fashion Lifestyles (India) Pvt Ltd.,202203,,,,,,0.08
12837,270444,Fastech Constructions Pvt Ltd.,202303,,,,,,
12838,270444,Fastech Constructions Pvt Ltd.,202203,,,,,,0.06
12839,270445,Fastech Projects Pvt Ltd.,202403,,,,,,1.96
12840,270445,Fastech Projects Pvt Ltd.,202303,,,,,,0.60
12841,270445,Fastech Projects Pvt Ltd.,202203,,,,,,0.64
12842,291166,Fasttrack Packers Pvt Ltd.,202303,,,,0.12,,7.72
12843,291166,Fasttrack Packers Pvt Ltd.,202203,,,,0.12,,4.84
12844,256706,Fatcat Infrastructure Pvt Ltd.,202303,,,,,,1.41
12845,256706,Fatcat Infrastructure Pvt Ltd.,202203,,,,,,1.50
12846,295866,Fatehgarh-Bhadla Transmission Ltd.,202303,,,,,,18.59
12847,295866,Fatehgarh-Bhadla Transmission Ltd.,202203,,,,,,22.60
12848,288038,Fatehpuria Transformers And Switchgears Pvt Ltd.,202403,,,,,,27.51
12849,288038,Fatehpuria Transformers And Switchgears Pvt Ltd.,202303,,,,,,31.17
12850,288038,Fatehpuria Transformers And Switchgears Pvt Ltd.,202203,,,,,,32.89
12851,288039,Fatehpuria Vidyut Udyog Pvt Ltd.,202203,,,0.07,,,0.33
12852,291167,Faurecia Automotive Seating India Pvt Ltd.,202403,,,,10.17,,15.39
12853,291167,Faurecia Automotive Seating India Pvt Ltd.,202303,,,,10.17,,4.07
12854,291167,Faurecia Automotive Seating India Pvt Ltd.,202203,,,,,10.17,39.94
12855,251152,Faxonics Technologies Pvt Ltd.,202403,,,,,,69.40
