Sr.No.,Accord Code,Company Name,FH_Year End,FH_Net Worth
12761,243049,Enoia Babcock Borsig Pvt Ltd.,202403,21.32
12762,243049,Enoia Babcock Borsig Pvt Ltd.,202303,18.41
12763,243049,Enoia Babcock Borsig Pvt Ltd.,202203,15.66
12764,270442,Enpar Steels Pvt Ltd.,202403,8.19
12765,270442,Enpar Steels Pvt Ltd.,202303,7.18
12766,270442,Enpar Steels Pvt Ltd.,202203,5.22
12767,318671,Enprocon Enterprise Ltd.,202403,37.08
12768,318671,Enprocon Enterprise Ltd.,202303,27.52
12769,318671,Enprocon Enterprise Ltd.,202203,14.77
12770,226530,Enrich Agro Food Products Pvt Ltd.,202403,503.98
12771,226530,Enrich Agro Food Products Pvt Ltd.,202303,306.08
12772,226530,Enrich Agro Food Products Pvt Ltd.,202203,232.14
12773,266617,Enrich Hair & Skin Solution Pvt Ltd.,202403,132.81
12774,266617,Enrich Hair & Skin Solution Pvt Ltd.,202303,166.74
12775,266617,Enrich Hair & Skin Solution Pvt Ltd.,202203,66.48
12776,309059,Enrich RD Infraprojects Pvt Ltd.,202203,11.38
12777,236959,ENRX Pvt Ltd.,202403,104.87
12778,236959,ENRX Pvt Ltd.,202303,109.13
12779,236959,ENRX Pvt Ltd.,202203,99.31
12780,313033,Enser Communications Ltd.,202403,25.86
12781,313033,Enser Communications Ltd.,202303,4.50
12782,313033,Enser Communications Ltd.,202203,2.35
12783,230830,Ensure Enterprises Pvt Ltd.,202303,9.03
12784,230830,Ensure Enterprises Pvt Ltd.,202203,8.91
12785,236307,Entab Infotech Pvt Ltd.,202403,22.38
12786,236307,Entab Infotech Pvt Ltd.,202303,21.07
12787,236307,Entab Infotech Pvt Ltd.,202203,19.50
12788,226751,Entasis India Pvt Ltd.,202303,5.46
12789,226751,Entasis India Pvt Ltd.,202203,4.74
12790,237014,Enter 10 Television Pvt Ltd.,202403,397.27
12791,237014,Enter 10 Television Pvt Ltd.,202303,321.15
12792,237014,Enter 10 Television Pvt Ltd.,202203,496.81
12793,312105,Entero Healthcare Solutions Ltd.,202403,1624.65
12794,312105,Entero Healthcare Solutions Ltd.,202303,-79.88
12795,312105,Entero Healthcare Solutions Ltd.,202203,-67.79
12796,126574,Enterprise International Ltd.,202403,13.76
12797,126574,Enterprise International Ltd.,202303,10.46
12798,126574,Enterprise International Ltd.,202203,10.39
12799,132700,Entertainment Network (India) Ltd.,202403,768.86
12800,132700,Entertainment Network (India) Ltd.,202303,593.68
12801,132700,Entertainment Network (India) Ltd.,202203,771.74
12802,208111,Entremonde Polyecoaters Ltd.,202403,117.79
12803,208111,Entremonde Polyecoaters Ltd.,202303,108.56
12804,208111,Entremonde Polyecoaters Ltd.,202203,54.19
12805,243707,Entrepreneurs (Calcutta) Pvt Ltd.,202303,2.66
12806,243707,Entrepreneurs (Calcutta) Pvt Ltd.,202203,1.87
12807,100246,Envair Electrodyne Ltd.,202403,7.71
12808,100246,Envair Electrodyne Ltd.,202303,8.52
12809,100246,Envair Electrodyne Ltd.,202203,2.47
12810,248936,Envirad Projects Pvt Ltd.,202403,55.40
12811,248936,Envirad Projects Pvt Ltd.,202303,49.18
12812,248936,Envirad Projects Pvt Ltd.,202203,41.69
12813,243708,Enviro Analysts & Engineers Pvt Ltd.,202303,33.65
12814,243708,Enviro Analysts & Engineers Pvt Ltd.,202203,25.70
12815,223072,Enviro Control Pvt Ltd.,202403,671.16
12816,223072,Enviro Control Pvt Ltd.,202303,561.37
12817,223072,Enviro Control Pvt Ltd.,202203,446.93
12818,307636,Enviro Infra Engineers Ltd.,202403,296.81
12819,307636,Enviro Infra Engineers Ltd.,202303,127.60
12820,307636,Enviro Infra Engineers Ltd.,202203,71.55
12821,275235,Enviro Tech Ventures Ltd.,202403,26.42
12822,275235,Enviro Tech Ventures Ltd.,202303,8.96
12823,275235,Enviro Tech Ventures Ltd.,202203,15.20
12824,226483,Enviro Technology Ltd.,202403,70.78
12825,315017,Envirotech Systems Ltd.,202403,19.61
12826,315017,Envirotech Systems Ltd.,202303,6.62
12827,315017,Envirotech Systems Ltd.,202203,4.04
12828,208112,Enzal Chemicals (India) Ltd.,202403,9.50
12829,208112,Enzal Chemicals (India) Ltd.,202303,9.24
12830,208112,Enzal Chemicals (India) Ltd.,202203,9.03
12831,235804,Eon Hadapsar Infrastructure Pvt Ltd.,202403,644.82
12832,235804,Eon Hadapsar Infrastructure Pvt Ltd.,202303,605.65
12833,235804,Eon Hadapsar Infrastructure Pvt Ltd.,202203,589.83
12834,267354,Eon Kharadi Infrastructure Pvt Ltd.,202403,905.49
12835,267354,Eon Kharadi Infrastructure Pvt Ltd.,202303,656.91
12836,267354,Eon Kharadi Infrastructure Pvt Ltd.,202203,405.39
12837,305172,EP Biocomposites Ltd.,202403,9.56
12838,305172,EP Biocomposites Ltd.,202303,8.41
12839,305172,EP Biocomposites Ltd.,202203,2.00
12840,311638,EPACK Durable Ltd.,202403,891.38
12841,311638,EPACK Durable Ltd.,202303,295.40
12842,311638,EPACK Durable Ltd.,202203,122.48
12843,289243,EPack Prefab Technologies Ltd.,202403,175.93
12844,289243,EPack Prefab Technologies Ltd.,202303,131.63
12845,289243,EPack Prefab Technologies Ltd.,202203,107.35
12846,130407,Epic Energy Ltd.,202403,6.74
12847,130407,Epic Energy Ltd.,202303,6.36
12848,130407,Epic Energy Ltd.,202203,6.77
12849,210481,Epigral Ltd.,202403,1254.09
12850,210481,Epigral Ltd.,202303,1069.17
12851,210481,Epigral Ltd.,202203,725.97
12852,251901,Epitome Components Ltd.,202403,161.60
12853,251901,Epitome Components Ltd.,202303,151.20
12854,251901,Epitome Components Ltd.,202203,125.63
12855,100135,EPL Ltd.,202403,910.40
12856,100135,EPL Ltd.,202303,867.00
12857,100135,EPL Ltd.,202203,797.30
12858,317255,Eppeltone Engineers Ltd.,202403,20.40
12859,317255,Eppeltone Engineers Ltd.,202303,11.49
12860,317255,Eppeltone Engineers Ltd.,202203,10.40
12861,270408,Epsilon Carbon Pvt Ltd.,202403,1189.75
12862,270408,Epsilon Carbon Pvt Ltd.,202303,902.20
12863,270408,Epsilon Carbon Pvt Ltd.,202203,438.45
12864,131155,Epsom Properties Ltd.,202403,-1.29
12865,131155,Epsom Properties Ltd.,202303,-0.91
12866,131155,Epsom Properties Ltd.,202203,-0.59
12867,132092,Epuja Spiritech Ltd.,202403,9.33
12868,132092,Epuja Spiritech Ltd.,202303,6.06
12869,132092,Epuja Spiritech Ltd.,202203,6.29
12870,243711,EQMS India Pvt Ltd.,202303,8.39
12871,243711,EQMS India Pvt Ltd.,202203,8.23
12872,131262,Equilateral Enterprises Ltd.,202403,10.88
12873,131262,Equilateral Enterprises Ltd.,202303,10.86
12874,131262,Equilateral Enterprises Ltd.,202203,10.84
12875,294327,Equinox Solutions Ltd.,202403,4.10
12876,294327,Equinox Solutions Ltd.,202303,1.71
12877,294327,Equinox Solutions Ltd.,202203,4.86
12878,190057,Equippp Social Impact Technologies Ltd.,202403,6.89
12879,190057,Equippp Social Impact Technologies Ltd.,202303,7.04
12880,190057,Equippp Social Impact Technologies Ltd.,202203,6.76
12881,243712,Equitas Holdings Ltd. - (Amalgamated),202203,1724.17
12882,273033,Equitas Small Finance Bank Ltd.,202403,5927.92
12883,273033,Equitas Small Finance Bank Ltd.,202303,5152.26
12884,273033,Equitas Small Finance Bank Ltd.,202203,4244.90
12885,131035,Eraaya Lifespaces Ltd.,202403,13.34
12886,131035,Eraaya Lifespaces Ltd.,202303,-0.65
12887,131035,Eraaya Lifespaces Ltd.,202203,-0.70
12888,213064,Eric Apparel Private Limited,202203,20.86
12889,296255,Ericson & Richards Surveyors Pvt Ltd.,202303,9.46
12890,296255,Ericson & Richards Surveyors Pvt Ltd.,202203,8.79
12891,213065,Ericsson India Pvt Ltd,202303,1899.60
12892,213065,Ericsson India Pvt Ltd,202203,2172.20
12893,292683,Eris Healthcare Pvt Ltd.,202403,-23.82
12894,292683,Eris Healthcare Pvt Ltd.,202303,-20.18
12895,292683,Eris Healthcare Pvt Ltd.,202203,-9.05
12896,222255,Eris Lifesciences Ltd.,202403,2518.96
12897,222255,Eris Lifesciences Ltd.,202303,2219.08
12898,222255,Eris Lifesciences Ltd.,202203,1916.66
12899,220069,Eri-Tech Ltd.,202403,276.83
12900,220069,Eri-Tech Ltd.,202303,190.09
12901,220069,Eri-Tech Ltd.,202203,172.26
12902,251907,Ernst & Young Services Pvt Ltd.,202403,171.84
12903,251907,Ernst & Young Services Pvt Ltd.,202303,152.99
12904,251907,Ernst & Young Services Pvt Ltd.,202203,135.08
12905,219947,Eros International Media Ltd.,202403,-385.75
12906,219947,Eros International Media Ltd.,202303,93.93
12907,219947,Eros International Media Ltd.,202203,206.50
12908,249040,ERP Analysts (India) Pvt Ltd.,202403,3.57
12909,249040,ERP Analysts (India) Pvt Ltd.,202303,3.38
12910,249040,ERP Analysts (India) Pvt Ltd.,202203,3.34
12911,130909,ERP Soft Systems Ltd.,202403,7.33
12912,130909,ERP Soft Systems Ltd.,202303,7.23
12913,130909,ERP Soft Systems Ltd.,202203,7.17
12914,131502,Esaar (India) Ltd.,202403,32.83
12915,131502,Esaar (India) Ltd.,202303,36.62
12916,131502,Esaar (India) Ltd.,202203,42.21
12917,100133,Esab India Ltd.,202403,306.06
12918,100133,Esab India Ltd.,202303,260.27
12919,100133,Esab India Ltd.,202203,244.22
12920,287810,ESAF Small Finance Bank Ltd.,202403,2486.11
12921,287810,ESAF Small Finance Bank Ltd.,202303,1709.13
12922,287810,ESAF Small Finance Bank Ltd.,202203,1406.80
12923,291132,Escapade Real Estate Pvt Ltd.,202403,37.69
12924,291132,Escapade Real Estate Pvt Ltd.,202303,26.10
12925,291132,Escapade Real Estate Pvt Ltd.,202203,19.86
12926,272005,Escon Elevators Pvt Ltd.,202303,30.31
12927,272005,Escon Elevators Pvt Ltd.,202203,25.82
12928,313388,Esconet Technologies Ltd.,202403,36.76
12929,313388,Esconet Technologies Ltd.,202303,5.53
12930,313388,Esconet Technologies Ltd.,202203,2.50
12931,284708,Escorp Asset Management Ltd.,202403,49.32
12932,284708,Escorp Asset Management Ltd.,202303,42.31
12933,284708,Escorp Asset Management Ltd.,202203,34.11
12934,283776,Escort Developers Pvt Ltd.,202303,59.59
12935,283776,Escort Developers Pvt Ltd.,202203,4.43
12936,243683,Escorts Crop Solutions Ltd.,202403,0.07
12937,243683,Escorts Crop Solutions Ltd.,202303,2.01
12938,243683,Escorts Crop Solutions Ltd.,202203,8.99
12939,237019,Escorts Heart & Super Speciality Hospital Ltd.,202403,194.16
12940,237019,Escorts Heart & Super Speciality Hospital Ltd.,202303,166.47
12941,237019,Escorts Heart & Super Speciality Hospital Ltd.,202203,145.65
12942,208115,Escorts Heart Institute & Research Centre Ltd.,202403,663.47
12943,208115,Escorts Heart Institute & Research Centre Ltd.,202303,616.30
12944,208115,Escorts Heart Institute & Research Centre Ltd.,202203,585.25
12945,100495,Escorts Kubota Ltd.,202403,9403.24
12946,100495,Escorts Kubota Ltd.,202303,8422.51
12947,100495,Escorts Kubota Ltd.,202203,7864.02
12948,283966,Esdee Paints Ltd.,202403,900.26
12949,283966,Esdee Paints Ltd.,202303,714.08
12950,283966,Esdee Paints Ltd.,202203,606.83
12951,233561,ESDS Software Solution Ltd.,202403,245.22
12952,233561,ESDS Software Solution Ltd.,202303,228.81
12953,233561,ESDS Software Solution Ltd.,202203,214.11
12954,288037,Esennar Transformers Pvt Ltd.,202403,12.81
12955,288037,Esennar Transformers Pvt Ltd.,202303,57.44
12956,288037,Esennar Transformers Pvt Ltd.,202203,44.17
12957,131259,Esha Media Research Ltd.,202403,-7.30
12958,131259,Esha Media Research Ltd.,202303,-7.21
12959,131259,Esha Media Research Ltd.,202203,-7.02
12960,235142,Eshakti.Com Pvt Ltd.,202403,-117.32
12961,235142,Eshakti.Com Pvt Ltd.,202303,-100.77
12962,235142,Eshakti.Com Pvt Ltd.,202203,-60.78
12963,270068,Esjay International Pvt Ltd.,202403,79.70
12964,270068,Esjay International Pvt Ltd.,202303,82.99
12965,270068,Esjay International Pvt Ltd.,202203,81.71
12966,237021,Eskay Dyestuffs & Organic Chemicals Pvt Ltd.,202403,66.41
12967,237021,Eskay Dyestuffs & Organic Chemicals Pvt Ltd.,202303,61.23
12968,237021,Eskay Dyestuffs & Organic Chemicals Pvt Ltd.,202203,53.29
12969,272004,Eskay Elevators (India) Pvt Ltd.,202303,0.48
12970,272004,Eskay Elevators (India) Pvt Ltd.,202203,-0.81
12971,291133,Eskay Engichem Pvt Ltd.,202303,1.93
12972,291133,Eskay Engichem Pvt Ltd.,202203,1.63
12973,213020,ESL Steel Ltd.,202403,4598.68
12974,213020,ESL Steel Ltd.,202303,5567.06
12975,213020,ESL Steel Ltd.,202203,6127.73
12976,294911,ESME Consumer Pvt Ltd.,202403,318.84
12977,294911,ESME Consumer Pvt Ltd.,202303,405.27
12978,294911,ESME Consumer Pvt Ltd.,202203,291.64
12979,289103,Esmech Equipment Pvt Ltd.,202403,127.31
12980,289103,Esmech Equipment Pvt Ltd.,202303,110.38
12981,289103,Esmech Equipment Pvt Ltd.,202203,109.17
12982,213072,Esolve Technologies Pvt Ltd,202403,0.86
12983,213072,Esolve Technologies Pvt Ltd,202303,1.82
12984,213072,Esolve Technologies Pvt Ltd,202203,5.97
12985,132016,Espire Hospitality Ltd.,202403,3.31
12986,132016,Espire Hospitality Ltd.,202303,0.75
12987,132016,Espire Hospitality Ltd.,202203,0.53
12988,289330,ESPN Digital Media (India) Pvt Ltd.,202403,72.70
12989,289330,ESPN Digital Media (India) Pvt Ltd.,202303,56.24
12990,289330,ESPN Digital Media (India) Pvt Ltd.,202203,56.20
12991,314020,Esprit Stones Ltd.,202403,73.09
12992,314020,Esprit Stones Ltd.,202303,62.80
12993,314020,Esprit Stones Ltd.,202203,59.14
12994,310178,Esquire Machines Pvt Ltd.,202403,7.06
12995,310178,Esquire Machines Pvt Ltd.,202303,6.15
12996,310178,Esquire Machines Pvt Ltd.,202203,5.32
12997,112439,Esquire Money Guarantees Ltd.,202403,4.78
12998,112439,Esquire Money Guarantees Ltd.,202303,4.85
12999,112439,Esquire Money Guarantees Ltd.,202203,4.90
13000,208778,Esri India Technologies Ltd.,202403,158.46
13001,208778,Esri India Technologies Ltd.,202303,128.20
13002,208778,Esri India Technologies Ltd.,202203,128.01
13003,243716,ESS AAR Universal Pvt Ltd.,202403,-6.65
13004,243716,ESS AAR Universal Pvt Ltd.,202303,-1.26
13005,243716,ESS AAR Universal Pvt Ltd.,202203,-5.57
13006,254883,Ess Ell Sons Pvt Ltd.,202403,1.31
13007,254883,Ess Ell Sons Pvt Ltd.,202303,1.20
13008,254883,Ess Ell Sons Pvt Ltd.,202203,1.15
13009,291135,Essaa Syntex Pvt Ltd.,202303,-2.73
13010,291135,Essaa Syntex Pvt Ltd.,202203,-2.51
13011,254486,Essar Bulk Terminal (Salaya) Ltd.,202403,-61.68
13012,254486,Essar Bulk Terminal (Salaya) Ltd.,202303,-108.45
13013,254486,Essar Bulk Terminal (Salaya) Ltd.,202203,-729.11
13014,100630,Essar Ports Ltd.,202303,408.17
13015,100630,Essar Ports Ltd.,202203,376.80
13016,213077,Essar Power Gujarat Limited,202403,1287.40
13017,213077,Essar Power Gujarat Limited,202303,372.68
13018,213077,Essar Power Gujarat Limited,202203,-6282.45
13019,208119,Essar Power Ltd.,202303,3944.16
13020,208119,Essar Power Ltd.,202203,-912.24
13021,226221,Essar Shipping Ltd.,202403,-1674.85
13022,226221,Essar Shipping Ltd.,202303,-1604.08
13023,226221,Essar Shipping Ltd.,202203,-3296.95
13024,283630,Essel Ahmedabad Godhra Toll Roads Ltd.,202203,-596.83
13025,267357,Essel Leisure Services Pvt Ltd.,202403,2.05
13026,267357,Essel Leisure Services Pvt Ltd.,202303,1.11
13027,267357,Essel Leisure Services Pvt Ltd.,202203,0.13
13028,282027,Essel Lucknow Raebareli Toll Roads Ltd.,202303,143.14
13029,282027,Essel Lucknow Raebareli Toll Roads Ltd.,202203,115.59
13030,215507,Essel Mining & Industries Ltd.,202403,19084.19
13031,215507,Essel Mining & Industries Ltd.,202303,17866.79
13032,215507,Essel Mining & Industries Ltd.,202203,17722.63
13033,277215,Essel Utilities Distribution Company Ltd.,202303,-89.34
13034,277215,Essel Utilities Distribution Company Ltd.,202203,-89.33
13035,243719,Essem High-Tech Pvt Ltd.,202403,3.46
13036,243719,Essem High-Tech Pvt Ltd.,202303,2.66
13037,243719,Essem High-Tech Pvt Ltd.,202203,1.78
13038,309656,Essen Speciality Films Ltd.,202403,143.09
13039,309656,Essen Speciality Films Ltd.,202303,85.35
13040,309656,Essen Speciality Films Ltd.,202203,72.25
13041,320142,Essex Marine Ltd.,202403,13.01
13042,320142,Essex Marine Ltd.,202303,11.19
13043,320142,Essex Marine Ltd.,202203,9.16
13044,291137,Esskay Technologys Pvt Ltd.,202303,0.61
13045,291137,Esskay Technologys Pvt Ltd.,202203,0.58
13046,240838,Esteem Bio Organic Food Processing Ltd.,202203,47.34
13047,224361,Esteem Industries Pvt Ltd.,202403,230.26
13048,224361,Esteem Industries Pvt Ltd.,202303,200.86
13049,224361,Esteem Industries Pvt Ltd.,202203,172.16
13050,224362,Estelle Chemicals Pvt Ltd.,202403,12.73
13051,224362,Estelle Chemicals Pvt Ltd.,202303,10.07
13052,224362,Estelle Chemicals Pvt Ltd.,202203,8.16
13053,222340,Ester India Chemicals Ltd.,202403,-14.27
13054,222340,Ester India Chemicals Ltd.,202303,-11.05
13055,222340,Ester India Chemicals Ltd.,202203,-11.24
13056,100136,Ester Industries Ltd.,202403,824.81
13057,100136,Ester Industries Ltd.,202303,773.31
13058,100136,Ester Industries Ltd.,202203,627.84
13059,208125,Esvee Precision Components Ltd.,202403,54.70
13060,208125,Esvee Precision Components Ltd.,202303,54.79
13061,208125,Esvee Precision Components Ltd.,202203,54.61
13062,251910,ETA Constructions (India) Ltd.,202303,197.57
13063,251910,ETA Constructions (India) Ltd.,202203,242.97
13064,211097,ETA Engineering Pvt Ltd.,202403,20.89
13065,211097,ETA Engineering Pvt Ltd.,202303,10.05
13066,211097,ETA Engineering Pvt Ltd.,202203,9.65
13067,219408,ETA Karnataka Estates Ltd.,202303,246.08
13068,219408,ETA Karnataka Estates Ltd.,202203,242.81
13069,291138,ETC Agro Processing (India) Pvt Ltd.,202403,290.59
13070,291138,ETC Agro Processing (India) Pvt Ltd.,202303,274.63
13071,291138,ETC Agro Processing (India) Pvt Ltd.,202203,261.35
13072,252306,Eternal Ltd.,202403,22092.00
13073,252306,Eternal Ltd.,202303,19513.00
13074,252306,Eternal Ltd.,202203,15641.90
13075,208336,Eternis Fine Chemicals Ltd.,202403,859.16
13076,208336,Eternis Fine Chemicals Ltd.,202303,765.34
13077,208336,Eternis Fine Chemicals Ltd.,202203,685.19
13078,213085,Ethics Commercials Limited,202303,7.82
13079,213085,Ethics Commercials Limited,202203,9.42
13080,223788,Ethos Ltd.,202403,881.96
13081,223788,Ethos Ltd.,202303,631.18
13082,223788,Ethos Ltd.,202203,231.86
13083,291141,ETP Infra Pvt Ltd.,202303,0.04
13084,291141,ETP Infra Pvt Ltd.,202203,0.04
13085,227755,Euclid Infotech Pvt. Ltd.,202203,3.91
13086,310897,Euphoria Infotech (India) Ltd.,202403,13.49
13087,310897,Euphoria Infotech (India) Ltd.,202303,4.10
13088,224364,Eureka Conveyor Beltings Ltd.,202403,43.20
13089,224364,Eureka Conveyor Beltings Ltd.,202303,30.77
13090,224364,Eureka Conveyor Beltings Ltd.,202203,22.24
13091,233198,Eureka Credit Finance Pvt Ltd.,202403,9.08
13092,233198,Eureka Credit Finance Pvt Ltd.,202203,8.33
13093,242153,Eureka Forbes Ltd.,202403,4168.54
13094,242153,Eureka Forbes Ltd.,202303,4079.33
13095,242153,Eureka Forbes Ltd.,202203,4066.98
13096,121137,Eureka Industries Ltd.,202403,-3.64
13097,121137,Eureka Industries Ltd.,202303,0.92
13098,121137,Eureka Industries Ltd.,202203,1.34
13099,309280,Euro Exports Pvt Ltd.,202403,49.29
13100,309280,Euro Exports Pvt Ltd.,202303,33.52
13101,309280,Euro Exports Pvt Ltd.,202203,24.17
13102,224226,Euro Fashion Inners International Pvt Ltd,202303,4.64
13103,224226,Euro Fashion Inners International Pvt Ltd,202203,4.51
13104,233392,Euro Footwear Ltd.,202403,58.04
13105,233392,Euro Footwear Ltd.,202303,53.79
13106,233392,Euro Footwear Ltd.,202203,79.72
13107,224366,Euro Fruits Pvt Ltd,202403,175.66
13108,224366,Euro Fruits Pvt Ltd,202303,152.92
13109,224366,Euro Fruits Pvt Ltd,202203,135.79
13110,224079,Euro India Consumer Products Pvt Ltd.,202303,-0.37
13111,224079,Euro India Consumer Products Pvt Ltd.,202203,0.11
13112,283943,Euro India Fresh Foods Ltd.,202403,66.70
13113,283943,Euro India Fresh Foods Ltd.,202303,64.49
13114,283943,Euro India Fresh Foods Ltd.,202203,63.29
13115,126468,Euro Leder Fashion Ltd.,202403,14.42
13116,126468,Euro Leder Fashion Ltd.,202303,14.11
13117,126468,Euro Leder Fashion Ltd.,202203,13.73
13118,208128,Euro Multivision Ltd.,202203,-356.49
13119,303892,Euro Panel Products Ltd.,202403,114.87
13120,303892,Euro Panel Products Ltd.,202303,100.38
13121,303892,Euro Panel Products Ltd.,202203,90.37
13122,293215,Euro Pratik Ispat Pvt Ltd.,202403,21.36
13123,293215,Euro Pratik Ispat Pvt Ltd.,202303,19.41
13124,293215,Euro Pratik Ispat Pvt Ltd.,202203,12.34
13125,318902,Euro Pratik Sales Ltd.,202403,157.26
13126,318902,Euro Pratik Sales Ltd.,202303,130.02
13127,318902,Euro Pratik Sales Ltd.,202203,119.72
13128,226310,Eurofins Advinus Ltd.,202203,59.40
13129,213096,Euronet Services India Pvt Ltd,202403,901.71
13130,213096,Euronet Services India Pvt Ltd,202303,682.08
13131,213096,Euronet Services India Pvt Ltd,202203,476.49
13132,277504,Eurospa Terrytowels Pvt Ltd.,202303,4.29
13133,277504,Eurospa Terrytowels Pvt Ltd.,202203,4.19
13134,208130,Eurotech Cylinders Pvt. Ltd.,202303,5.32
13135,208130,Eurotech Cylinders Pvt. Ltd.,202203,5.84
13136,121014,Eurotex Industries And Exports Ltd.,202403,-27.16
13137,121014,Eurotex Industries And Exports Ltd.,202303,-20.27
13138,121014,Eurotex Industries And Exports Ltd.,202203,-17.20
13139,224371,Evalue Serve Com Pvt Ltd.,202403,315.35
13140,224371,Evalue Serve Com Pvt Ltd.,202303,567.12
13141,224371,Evalue Serve Com Pvt Ltd.,202203,483.54
13142,291143,Evans Chem India Pvt Ltd.,202403,5.46
13143,291143,Evans Chem India Pvt Ltd.,202303,5.09
13144,291143,Evans Chem India Pvt Ltd.,202203,4.55
13145,294760,Evans Electric Ltd.,202403,19.50
13146,294760,Evans Electric Ltd.,202303,14.98
13147,294760,Evans Electric Ltd.,202203,11.59
13148,224372,Ever Electronics Pvt Ltd.,202403,54.20
13149,224372,Ever Electronics Pvt Ltd.,202303,44.55
13150,224372,Ever Electronics Pvt Ltd.,202203,33.37
13151,314770,Ever On Power Ltd.,202303,34.08
13152,314770,Ever On Power Ltd.,202203,31.65
13153,281288,Everbest Power Ltd.,202303,0.00
13154,281288,Everbest Power Ltd.,202203,-0.02
13155,226592,Everblue Apparel Ltd.,202403,14.63
13156,226592,Everblue Apparel Ltd.,202303,15.00
13157,226592,Everblue Apparel Ltd.,202203,14.10
13158,131508,Eveready Industries India Ltd.,202403,383.78
13159,131508,Eveready Industries India Ltd.,202303,316.56
13160,131508,Eveready Industries India Ltd.,202203,295.09
13161,291144,Everest Brand Solutions Pvt Ltd.,202303,4.36
13162,291144,Everest Brand Solutions Pvt Ltd.,202203,4.38
13163,252742,Everest Composites Pvt Ltd.,202403,11.43
13164,252742,Everest Composites Pvt Ltd.,202303,7.87
13165,252742,Everest Composites Pvt Ltd.,202203,5.88
13166,213099,Everest Consulting Group India Pvt Ltd,202403,5.25
13167,213099,Everest Consulting Group India Pvt Ltd,202303,5.10
13168,213099,Everest Consulting Group India Pvt Ltd,202203,4.02
13169,108906,Everest Industries Ltd.,202403,599.38
13170,108906,Everest Industries Ltd.,202303,580.28
13171,108906,Everest Industries Ltd.,202203,541.24
13172,219703,Everest Infra Energy Ltd.,202303,-12.36
13173,219703,Everest Infra Energy Ltd.,202203,4.61
13174,291145,Everest Instruments Pvt Ltd.,202303,69.20
13175,291145,Everest Instruments Pvt Ltd.,202203,57.98
13176,132684,Everest Kanto Cylinder Ltd.,202403,704.78
13177,132684,Everest Kanto Cylinder Ltd.,202303,658.80
13178,132684,Everest Kanto Cylinder Ltd.,202203,594.33
13179,124790,Everest Organics Ltd.,202403,45.84
13180,124790,Everest Organics Ltd.,202303,46.21
13181,124790,Everest Organics Ltd.,202203,46.80
13182,226830,Everest Power Pvt Ltd.,202403,372.42
13183,226830,Everest Power Pvt Ltd.,202303,412.34
13184,226830,Everest Power Pvt Ltd.,202203,364.23
13185,295027,Everest Sea Foods Exports Pvt Ltd.,202403,7.74
13186,295027,Everest Sea Foods Exports Pvt Ltd.,202303,6.99
13187,295027,Everest Sea Foods Exports Pvt Ltd.,202203,6.38
13188,295028,Everest Sea Foods Pvt Ltd.,202403,8.65
13189,295028,Everest Sea Foods Pvt Ltd.,202303,8.31
13190,295028,Everest Sea Foods Pvt Ltd.,202203,7.44
13191,319286,EverestIMS Technologies Ltd.,202403,32.21
13192,319286,EverestIMS Technologies Ltd.,202303,20.51
13193,319286,EverestIMS Technologies Ltd.,202203,15.53
13194,291146,Everett (India) Pvt Ltd.,202403,3.25
13195,291146,Everett (India) Pvt Ltd.,202303,3.12
13196,291146,Everett (India) Pvt Ltd.,202203,3.33
13197,291164,Evergreen Dooars Tea Pvt Ltd.,202303,4.88
13198,291164,Evergreen Dooars Tea Pvt Ltd.,202203,4.36
13199,310174,Evergreen Veneers Pvt Ltd.,202403,10.65
13200,310174,Evergreen Veneers Pvt Ltd.,202303,10.98
13201,310174,Evergreen Veneers Pvt Ltd.,202203,14.30
13202,208135,Evergrowing Iron & Finvest Ltd.,202403,-149.23
13203,208135,Evergrowing Iron & Finvest Ltd.,202303,-201.27
13204,208135,Evergrowing Iron & Finvest Ltd.,202203,-209.01
13205,291147,Everlast Composites Pvt Ltd.,202303,5.21
13206,291147,Everlast Composites Pvt Ltd.,202203,4.96
13207,114358,Everlon Financials Ltd.,202403,19.45
13208,114358,Everlon Financials Ltd.,202303,10.00
13209,114358,Everlon Financials Ltd.,202203,8.65
13210,295320,Eversendai Construction Pvt Ltd.,202403,183.00
13211,295320,Eversendai Construction Pvt Ltd.,202303,192.71
13212,295320,Eversendai Construction Pvt Ltd.,202203,187.16
13213,273887,Everstone Capital Advisors Pvt Ltd.,202403,43.44
13214,273887,Everstone Capital Advisors Pvt Ltd.,202303,35.92
13215,273887,Everstone Capital Advisors Pvt Ltd.,202203,28.78
13216,124444,Evexia Lifecare Ltd.,202403,97.44
13217,124444,Evexia Lifecare Ltd.,202303,83.76
13218,124444,Evexia Lifecare Ltd.,202203,72.64
13219,224095,Evok Homes Pvt Ltd.,202403,-5.41
13220,224095,Evok Homes Pvt Ltd.,202303,-1.83
13221,224095,Evok Homes Pvt Ltd.,202203,0.88
13222,245890,Evoke Technologies Pvt Ltd.,202403,72.04
13223,245890,Evoke Technologies Pvt Ltd.,202303,61.64
13224,245890,Evoke Technologies Pvt Ltd.,202203,51.53
13225,252560,Evolute Cleantech Solutions Pvt Ltd.,202403,14.00
13226,252560,Evolute Cleantech Solutions Pvt Ltd.,202303,13.95
13227,252560,Evolute Cleantech Solutions Pvt Ltd.,202203,11.06
